review,rating
"knp nih, lagi perlu banget malah errror",1
servis memuaskan,5
lama banget najis,1
"sering eror entah apk gojek customer,gopay,+ gojek driver mohon segera diperbaiki",1
Banyak error,1
hadeuuhh suka susah pesen go ride ataupun gocar. sering eror,4
"yang bener dong gojek, kenapa lama sekali perbaikannyaaaa, ini kami menunggu lama mau pesan tikettttt",2
good,5
aplikasi error diwaktu jam sibuk.. liburan pula..parah,1
"kalo emang gak bisa cari driver dari awal langsung aja batalin, udah di tunggu lama nggak dapet driver gblkkk",1
bagus,5
Pengiriman sesuai tepat waktu,4
apaan si saldo gopay ga muncul... saya mau pulang... ini pesen nya gmn saldo ga muncul di aplikasi... nyesel ngisi gopay...,1
knapa malam ini ga bisa transfer wooiii...,1
sangat membantu,5
"tolong ya dana gopay saya dikembalikan, sudah dicancel tapi belum ada pengembalian dana, chat dengan cs pun responnya sangat lama, lama-lama aplikasi ini sudah tidak bisa dipercaya ya",1
"gangguan teknis,TENANGGG",1
sering gangguan aneh,1
"Halo gojek, sorry semakin lama semakin downgrade yaa sepertinya.. driver suka cancel, scan barcode selalu bermasalah harus keluar masuk aplikasi. Sering banget nunggu driver 30 menit.",3
bagus,5
susah nyari drivernya sekarang. terlalu susah..,1
"THIS APP IS A HUMB OF DISHONEST DRIVERS (FRAUDS). THE APP PROTECTS DISHONEST DRIVERS. FOOD ORDERS ARE OFTEN INCOMPLETE. DRIVERS OFTEN ASK FOR MORE MONEY. GIVEN ONE OR TWO STARS DRIVERS GET ANGRY, AND CUSTOMERS ARE BLOCKED BY THE APP. IMMEDIATELY DELETE THE GOJEK APP FROM YOUR PHONE BEFORE YOU BECOME A FRAUDULENT. BE WARNED.",1
ok,5
good,5
"Gojek udah ga 1 / 2 kali lama banget cari driver buat ambil makanan, tolong diperbaiki lagi",2
"trouble mulu benerin kek , orang lagi buru buru juga . punya apk sistem benerin jangan duit mulu yang dipikir . mikir dev 🗿",5
pesan d gofood aj dket lama amat 50 mnit sampai..driver jg blm d tugaskan sampai 45 mnit....lemot tambah hari..,1
sangat membantu,5
"perbaiki attitude oknum driver di wilayah bppn yg belagu membatalkan pengambilan pesanan makanan karena merasa tidak sesuai, padahal sudah dijelaskan dan sudah konfirmasi dengan pemesannya,",1
"saya menggunakan gojek sdh lebih dari 5 tahun tapi makin kesini semakin aneh aj, driver makanan dan ojek mobil saat hujan tdk pernh dapat dan beberapa kali di tolak dan cancel pesanan mkann saya,knpa saat hujan tdk bsa di gunakan apk ini, atau sistm ny mmng menolak orderan saat hujan??",1
"3 kali berturut turut, dapet status pengemudi tidak respon by lokasi dan via chat/call. waktu terbuang karna menunggu pemberitahuan fiktif, tolong segera perbaiki.",3
mantaaap,5
keren,5
oke,5
Fast and The Best🔥,5
sangat membantu,5
ok siip puas,5
kalau bisa di perbarui system yg terdapat pada gojek agar driver dpt orderan berada pada jarak terdekat karena sistem ini dpt mengubah sudut pemesan untuk semakin banyak menggunakan aplikasi karena layanan pengantaran cepat itu lebih baik menjaga kualitas pengguna aplikasi pemesan untuk dpt di layani dengan cepat dan sebaik baik nya saran saya mohon di koreksi dan di buat terima kasih,5
"baik, terbantu",5
okay,5
sangat membantu kita,5
bagus,4
nice,5
saya beli 3 makanan dan yang 2 rasanya aneh masam kecut seperti sudah basi tapi tidak mau bantu refund untuk 2 porsi yang seperti basi itu mengecewakan sekali gojek sekarang pelayanan buruk banget. suruh nunggu 2 jam tapi gak dibantu ditutup laporannya parah banget.,1
gojek mahal skrng males pake Gojek .,1
Murah banget pakai gocar,5
makin hari makin mahal mending maxsim gk naik naik harganya,1
dikit bgt driver nya tolol,1
"susah cari driver goshop, jadi males pakai apk ini.",1
"Pasti GEORGE gandhos otok owor,deh,kalau pakai Gojek👍",5
apk tolol,1
josjis dan tanggap darurat 😁,5
kenapa blm bisa terdaftar,5
mantapppp,5
kenapa Go-Jek hemat nya hilang woi,1
"aplikasinya bagus, sangat membantu, saya ada keluhan saat saya beli paket data, saya beli 9gb 4G, kenapa yang muncul malah 13gb 5G? salah kan itu",3
driver go send hari ini pada sombong susah banget buat ngambil pick up barang,1
"baperan bgt dikit"" internet mati dikit"" gabisa pesen ajg, padahal buka ig tiktok lancar semua",1
nice pokok nya sangat membantu dalam segala hal,5
ok,5
gak minat,1
kenapa susah sekali pemulihan akun padahal saya sudah mempunyai bukti bukti bahwa saya mempunyai akun,2
"GOJEK MAKIN GA JELAS, PESAN GOFOOD NYARI DRIVER NYA SUSAH DAPET, MASA AKU NUNGGUIN CARI DRIVER NYA DARI PAGI SAMPE SIANG, LAPER WOIIIII",1
barang saya hilang saya mau lapor bingung mau lapor kmn tolong di bantu,5
"driver nya banyak bermasalah , better pake grab",1
saya sih cukup suka pakai apk ini,5
"gatau kurir atau apk nya yg salah, tapi kurang teliti dalam alamat sama tidak bijak dalam konfirmasi penerima, saya udah beberapa kali salah kirim terus, bisa ga sih benerin apk sama orang "" nya, klo udah sampe tuh konfirmasi nya yg sampe di jawab, bukan asal kirim poto terus cabut, rugi pengirim nya dong, sama maps nya benerin dong gojek, ga lengkap bgt sih, kolab sama google maps yg udah pasti bener alamatnya",1
Sopan,4
nyari drivernya lama banget,1
bagus banget,5
titik sll tepat kebersihan God,5
"sistem yang bobrok, saya memesan layanan go ride, dikarenakan sulit mendapatkan driver saat hujan, saya cancel sebanyak 4 kali dengan metode pembayaran gopay, tetapi saldo saya tidak kembali, namun di riwayat transaksi bertuliskan ""sudah di refund"" namun sampai 3 hari kerja saldo saya tidak kunjung kembali, sudah membuat banyak laporan dengan CS jawabannya sama saja dan pemecahan masalahnya tidak terselesaikan sampai sekarang",1
saya pengguna aktif gopay SDH bbrpa tahun saya menggunakan apk ini tp kenapa saya tidak bisa menggunakan gopay pinjam,1
the best,5
das pooooool,5
👍,5
"jontol gak bisa hubungi penjual ketika pesan makanan, apalagi di event besar sulit kali cari driver makanan terutama bulan Ramadhan menjelang hari raya",1
padahal jaringan bagus tapi malah tidak bisa pesan gojek,3
membantu,5
ribettt,1
"khusus goride : 1 . harus ada biaya penambahan bawa anak + barang koper dll yg melebihi kapasitas motor 2. harus ada fitur beran badan customer, jadi kalo customer badan nya melebihi dari ketentuan kapasitas motor bisa otomatis beralih ke comfort atau tidak bisa pilih menu argo hemat . untuk kesenjangan driver",1
good,5
"lebih sat set pake gojek,, the best",5
"apk sering error, cari drivernya susah banget kalo lewat jam 7 malam,dan iming iming promo yang ngga berguna, gofood selalu telat melebihi estimasi waktu",1
BAGUSS BANGET RECOMMENDED,5
cepat dan akurat,5
lebih praktis,5
aplikasi sowak. aplikator nya gak jelas. aplikasi ngebug pas lebaran gini. gak guna. balik ke grab aja lah.,1
gasudi pake aplikasi kapitalis,1
so far o good,5
murah dan garcep,5
Sip oke banget memuaskan,5
Aplikasi Yang Bagus Luar Biasa Banyak Membantu Orang Lain. Good Jobs GO-JEK,5
top,5
kapitalis paraahh,1
sangat menyenangkan,5
"Perbanyak driver, susah banget order makanan, saya pake gojek, karna bantu perusahaan lokal, gojek tolol, nggak bakal lagi saya pake",1
PENGIRIMAN GOFOOD LAMBAT. JIKA SULIT MENCARI DRIVER MAKA PERCEPAT WAKTU PENCARIAN SEJAK AWAL MAKANAN DIBUAT!!!!!,1
biar berkah bapak,5
bagus,5
bnyakin kode promo y jek biar makin bnyk order,5
ok,5
sangat membantu,5
semoga limit kembali dpt digunakan,5
ok,3
sering sering kasih promo 😄,5
Aplikasi yg sangat gak rekomendasi dlm menyaring Driver... Preman yoo di trm ae..,1
good,5
"susah cari driver gofood ingin membatalkan tapi tetap dilanjut itu pemesanan ,padahal saya ingin cancel . tp tetap disuruh tunggu dapat driver dan lma sekali",3
"gojek kayaknya otw bangkrut, pembukaan driver motor aja udah susah di wilayah banda Aceh, padahal susahnya minta ampun cari driver, kalau ada pun jauh driver nya.. mau pesan makanan juga susah cari driver, #Gojekotwbangkrut",2
ok,5
sangat membantu,5
baikk,5
GOAALSS BNGT,5
mantap,5
harga ny terjangkau untuk semua golongan masyarakat,4
susah dpt driver,1
👍,5
"aplikasi apa ini? kuntul..... udah mahal tunggu lama lagi.... biaya lain2nya banyak, tidak masuk akal sekali...! Tolong diperhatikan Nadiem Makarim! aplikasi apa ini, tambah jelek sekali!?",2
memuaskan,5
bagus,5
"edan, agak percuma lu ngasih diskon ongkir kalo susah dapet driver. ya gue tau alasannya karna elu juga yang nyari driver jauh dari titik jemput. jelas lah jarang ada yang mau pickup dengan penjemputan 3-5km, orang yang dibayar cuma pas nganternya doang.",2
ok lah mantap,5
"akhir-akhir ini sulit mendapatkan driver, mau go-food tp driver ga ada yang mau pick up!!!",2
goodjob,5
pelayanan gofood yang buruk. . harga makanan sm biaya ongkir lebih mahal ongkir. nasi goreng 1 bungkus 15 rb dg jarak kurang 2km bisa habis 43 ribu.,1
mantapp,5
"Saya mau ngegofood itu butuh waktu 1 jam an, dan terkadang malah cancel dari aplikasi. Lebih gongmya ketika bos saya nyuruh pesen gofood dari gojek saya. Nihil banget, makanan ga datang, dimarahin yang ada. Tolong lah. Kok makin hari makin Bad banget ya ni aplikasi 👎🏻",1
"apl ga jelas, udah beres hujan masih dianggap hujan",1
makin kesini makin susah dpt driver,1
"sebaiknya pembatalan pesanan jika terkendala kesulitan dapat driver jangan terlalu lama, masa harus nunggu 1 jam keburu tutup toko",1
"go food nya jelek, pas makanan sampe, driver nggak mau nunggu padahal mau dihitung dulu, beberapa kali ada yang kurang pesanan resto nya tapi pas udah sampe udah nggak bisa chat resto, cuma bisa chat driver tapi driver nya nggak mau nunggu, ini tgl 19 Maret, kejadian lagi pesenan kurang, tapi go pay tetep kepotong, dan gojek nggak belajar, sudah 2 bulan yang lalu saya kasih masukan supaya bisa chat resto nya, karena tadi chat driver bilang kalau pesanan kurang bukan kesalahan drivernya.",1
"Sistem gofood gajelas, susah dapet driver padahal makanan belom di buat sama resto tapi gabisa di batalin, disuruh tunggu sampai waktu sekian baru bisa batalin ujung²nya ga dapat driver juga, mana customer service nya gabisa di chat manual, kenapa harus chat auto gitu, ga membantu ga berguna gajelas",1
mau pesen makan aja susah akhir akhir ini dri sore smpeh malem nungguin nyaa,1
aman bnget pokokny,5
"heh gojek itu driver nya ngapain dah, aku mesan gofood udah setengah jam ga dapat dapat driver nyaa, biasanya ga nyampe 5 menit dah dapat, ini udah setengah jam",3
oke,5
bagus drivernya baik,5
mantap,5
luar biasa,5
"blok bngt, pasang lok gofod udh bener , ngapa berubah ke lok lain aneh aneh",1
gojek sukses sllu,5
"Pesanan batal tapi saldo ga balik, bilangnya udah refund tapi ga ada masuk saldonya kocak.",1
membantu,5
puas,5
"Lama dapet Driver nya, 1 jam lebih",1
"Sistem pencarian di GoFood kacau banget. cari ""Sate Taichan"", tapi yang muncul malah Sate Madura semua. Padahal jelas ada penjual Taichan di sekitar sini. Giliran dicari pakai nama toko, baru Muncul. Kocak... Developer nya siapa? Contoh Grab Laaaah....",3
mantap bisa diandalkan,5
sangat memudahkan dalam transportasi,5
"susah dapat driver , tidak bisa di batal kan ,lama nunggu , buang waktu , ga ada solusi",1
"jujur, akhir' ini driver susah bngt. aku dua Minggu lalu telat sekolah terus padahal lagi ujian. sekalinya dapet jauh terus autocancel sama driver nya. pesen gofood pun telat melulu. padahal pake yg express tapi tetep telat ga sampe'. pihak gojek, tolong dianukan dong",4
sering gak dapet driver udah nunggu sampe 1 jam tetep gk dapet,1
mntap,5
ada beberapa oknum meminta pembayaran ongkosan lebih dan beralasan karena jalan sedikit naik,1
"SAYA SUDAH PESAN 1 JAM TAPI MALAH DI CANCEL, MOHON PERTANGGUNH JAWABANNYA",1
"pihak gojek tolong hilangkan fitur 2 kali tujuan, karna hampir semua driver sering tidak mau menunggu, walaupun kita kasih uang lebih, gojek drivernya semakin buruk dan tidak memiliki attitude",1
Aplikasinya mulai bermasalah ada tagihan tersembunyi. Pesan gocar 33500 pakai voucher 10500. Seharusnya bayar 23000 tapi aplikasi aneh voucher bisa hilang sendiri dan lalu muncul tagihan tersembunyi.,1
bagus,5
sangat membantu pengiriman,5
ok,5
susah mendapatkan driver padahal banyak driver disekitar dan sulit jg untuk cancel order karena terlalu lama mencari driver,2
"Aplikasi REWEL , Alamat Titik JEMPUT , SERING Terhapus Sendirinya ketika Mengetik Titik TUJUAN , BERULANG-ULANG Seperti itu , JELAS Menjengkelkan. !!!",1
ditambahkan lagi untuk promo diskonnya min,5
susah banget nyari driver gak pernah dapet,1
"makin kesini makin ga jelas gojek, udh beberapa hari ini pesen makanan tapi driver ga sedia mulu, nungguin 2 jam 2 jam ujung nya tetep gabisa",1
gercep drivernya,5
Oke,5
berguna sekali,5
mantap,5
woyyy lama banget nyari driver gosend,1
ngadain gojek hemat tp nyari driver susah smpe 1 jam an. GAK BERGUNA.,1
dapet driver nya susah banget dapet2 jauh banget posisi nya,1
ok,5
pelayanan baik,5
saya tidak bisa masuk ke tabungan by jago dikarenakan : 1. nomor telpon lama sudah tidak aktif dan tidak terpakai lagi dan tidak bisa mendapatkan kode (otp) nya 2. pengajuan perubahan data saya ditolak dikarenakan e-ktp saya sudah terdaftar diakun lainnya 3. tujuan nya untuk ganti nomor biar saya bisa mengakses akun merchant saya kembali 👉diliat dri 3 uraian diatas bahwa gopay masih banyak kekurangannya.jadi saya kasih bintang saja.karena belum terselesaikan sampai saat ini🙏🙈,1
sangat membantu,5
bagus dan jamin anterin barang nya,5
yes mantap bravo opang,5
sangat episien,5
pesen gofood gak pake lama,5
oke,5
"Alhamdulillah terbantu, drivernya juga baik...",5
"pelayanan bagus,cepat",5
oke,5
👍,5
sangat direkomendasikan,5
the. best pokoknya,5
aplikasi yang sangat membantu,5
APLIKATOR MEMPERBUDAK DRIVER,1
aplikasi sama saham sama bobroknya,1
Bagus sekali sangat memuaskan,1
ok,5
mudah dan cepat,5
tepat waktu,5
"lelet, mahal, aplikasi sebelah menghitung jarak hanya 5,6 km, di aplikasi ini di tulisnya 7 km lbih ... udah gtu aplikasi cuma muter2 doang pahal internet lancar,.. aku kasih bintang lima sebagai penghargaan telah melakukan PEMBODOHAN",5
"pesan gocar lamaaaa banget. masaa harus ada tambahan biaya biar lebih cepet datangnya. macam mana kalian mau maju dan berkembang, persaingan di luar sana sangat banyak lebih mudah dan murah. sudah lama nunggu, dapat driver nunggu lagi beberapa menit malah di cancel sm drivernya. macam mana ini kalian bisa seperti ini. kita nambah biaya agar di percepat dapat driver, tapi buktinya sm saja lamaaaa nunggu driver nya, macam mana kalian ini bisa seperti ini.",1
bagus ramah tepat waktu,5
orang baik semoga rizkibya bbyk,5
mangtap,5
murah dan gampang,5
"tolong ya ini aplikasi driver nya dibenerin, saya di tipu driver terus padahal sudah dijemput tp di offlinekan sampai dapat driver mulu suruh ganti rugi terus",1
pake gojek sat set cpt sampai barang aman,5
"aplikasi gojek memang aplikasi terbaik di play store karena bisa pesan ojek online(goride dan gocar),bisa pesan makanan dan minuman(gofood),bisa beli pulsa dan diamond game online(gopulsa),bisa belanja barang kebutuhan sehari-hari seperti Snack(gomart),bisa melindungi lingkungan(gogreener),bisa pinjam uang(gopay pinjam),bisa mengirim barang(gosend),bisa naik transportasi publik(gotransit),bisa naik taksi(gobluebird),bisa menggunakan voucher sebelum ngumpul di resto(godinein),dan fitur"" yg lain .",5
"beberapa kali pesen makan estimasinya 1 jam lebih, mana susah dapat driver padahal jarak resto sama lokasi cukup dekat, mau cancel juga ga bisa disuruh nunggu sampai estimasinya berhasil sekali lagi estimasinya 1 jam lebih jadi disuruh nunggu 1 jam lebih kalo ga dapat driver baru bisa cancel kalo orang kena mag gimana? pelayanannya jelek banget",2
gojek payah sekarang pesan gofodd lamaa banget respon batal juga lama driver gak dapat dapat kecewaa,1
"sekarang ga bisa lagi ya cek di map lokasi driver pas GoFood? gmn aku tau klo makananku ga di bawa kabur, aku mau cek lokasi aja loh",3
"sangat puas dengan pelayanannya, banyak promonya jangan ragu pake gojek💗🫶🏻",5
aplikasi nya jelek,5
OK,5
goodd,5
kok jadi susah banget sih pesan gojek sekarang tolong dong aplikasi gojek di perbaiki lagi sistem ny saya jadi susah mau pesan pergi kerja nunggu nya lama bangett haduhh,2
Terimakasih... hidup jadi lebih mudah dan efisien,5
bagus,4
"banyak yg menolak terutama di malam hari karena tarif,bagi saya tidak terlalu memikirkan tarif ,saya harap kedepannya lebih baik para gojeknya",5
ini gimana dahh pas buka apk lain ada kuota sinyal juga bagus tapi pas buka gojek malah ga ada internet/wifi heuhh🥲😔😔,3
mantap dah,5
tepat waktu,5
"ini apk kenapa padahal saya sudah pesan go ride dan malahan sudah sampe dilokasi tujuan. Tiba tiba apk Saya sudah pesan lagi, dengan lokasi awal dan tujuan yang sama. bukannya apa, saya kasian ke driver nya. ketambah nanti akun saya yang kena. 😩",2
mantap,5
mantap,5
cepet pemesannannya,5
tolong di perbanyak gocar waktu lebaran jam 5 subuh dari antapani,1
Pelayanan Gojek MANTAP 👍👍👍👍👍,5
Makin parah aplikasinya. Edit alamat pengiriman aja ga bisa. Unfaedah,5
"ini tolong ya jangan main claim sendiri 🙏 pesenan belum dateng,padahal ada orang dirumah malah dibawa kabur udah tu claim selesai mana bisa ajukan pengembalian gopay",2
👌,5
"Apk udah jelek susah dapet driver, kalo pengen cepet dapet driver harus bayar lagi, ini apk udah jelek banget sekarang",1
ni apl manteb bgd klo gada angkot,5
tepat waktu dan sikap driver yg sopan,5
"titik tujuan ngaco, trus driver minta ganti titik ya jatuhnya jadi lebih mahal dong 😂",2
kadang harga mahal kadang harga murah,3
baru pertama kali sih pakai gojek tp okee bangeett,5
terimakasih,5
good,5
makasi bgt pls yang uda ciptain gojek. jadi org kalau mau pergi tp ga ada transportasi tinggal pesen gojek. luvv,5
baik,5
ok sangat membantu,5
tidak bisa memasukkan alamat titik penjemputan,1
bagus,5
terlayani dengan baik...,5
"gopay pinjam, habis di bayar pas pengajuan lagi suruh nunggu februari 2027. wkwkkk kocak padahal ga telat bayar, limit naik tapi ga bisa di pake",2
josss,5
mantap,5
amazing,5
"sistemnya tolong di benerin! aplikasinya lemot, sering eror, ditambah skrg susah buat dpt driver. sekalinya ada driver yg mau dianya suka gak jalan2 minta di cancel.",1
sangat membantu,5
drivernya pada lelet,1
baik,2
penjemputan cepat. perjalanan aman. alat keamanan helm ada. oke,5
mantap,5
mesen makanan 2 jam nungguin driver sampe 4x ganti gaada satupun yg nganterin padahal mesen buat sahur juga. ga masak karna kecapean balik kerja malah dapat begini hadeh. bukan sekali dapat masalah begini,2
mantap,5
ok,5
ok,5
sumpah aplikasi gojek ini kadang jelek banget susah dapet driver tolong di perbaiki lagi biar gak jelek aplikasinya,1
MAKIN TAHUN MAKIN KAPITALIS,1
"kecewa dengan pelayanan gofood selalu memakai expres dan selalu datang terlambat tidak sesuai expetasi bukan hanya satu atau dua kali tapi sudah lebih berkali kali dan tidak berhenti di situ saat saya pesen gojek motor pencarian selalu lama entah sengaja di lamakan atau program yang sengaja mengatakan tidak usah dilayanin,overal saran dari saya lebih baik bikin aplikasi game kelas paling bawah dari pada sok2 an bikin aplikasi pelayanan di saat kita tak bisa keluar atau pahlawan saat kita lapar",1
siip,4
mempersulit pembeli,1
nyaman,5
payah susah terus mau dapat drivernya🤬,1
ok,5
"Kenapa kalau pesan gokar yg nyangkut posisi mobil rata² jauh² pdhl terlihat di map banyak yg dekat, jadi lama waktu nunggunya dan ujung²nya driver chat minta di batalin. Mohon di perbaiki terimakasih 🙏",5
"Gila, susah betol nyari Driver. kalok pun Nemu pasti lokasinya jauh, nunggu lagi terlalu banyak makan waktu. padahal Driver di sekitar adanya, tapi dapatnya malah yang jauh.",1
update pembelian dengan status pengiriman driver tidak sinkron,2
kasian driver penjemputan selalu jauh,1
ok,5
bagus,5
Ok membantu,5
Alhamdulillah selalu bertemu dengan driver2 yang ramah👍,5
Nyari driver susah amat,1
👍👍👍👍👍👍,5
kereeeeen....makin bagus aplikasinya,5
mantap,5
bepergian cepat dan mudah dgn gojek,5
driver nya baik,5
kemitraan busuk nih,1
ongkirnya klk bisa di kurangnya ya,3
pelayanan oke,5
👍🏻,5
Aplikator gojek yg memperbudak mitra atau driver dgn aturan2 baru yg kapitalis. Seorang mitra yg bukan customer ada subscriptionya emg gelo.,1
makin kesini makin berbasis kapitalisme nih perusahaan meres keringat driver. boikot aja udah gak guna.,1
semuanya baik,5
Perbanyak Promo diskon,5
ok,5
driver nya ramah.tks,4
gak jelas banget sih gojek... selalu gagal klo mau order... perbaiki lagi noh apk luu,1
sangat membantu,5
aplikasi kadang kadang buat nyelesein orderan susah,5
slalu aman dan terpercaya,5
GOJEKK kenapa gofood nya gabisa kasih multiple diskon terus ongkirnya gede bgt bahkan harga asli makanan bisa lebih murah dr ongkir jadinya kaya beli ongkir gratis makanan huhu :c,2
"kenapa g seperti dulu ya, akhir² ini susah bgt dapet driver, mau gojek gocar sama aja, saya pakai aplikasi satunya langsung dapet, pencarian lama bgt, percepat pencarian sama aja lama 👎",1
"driver ga dapat"" 😹",1
good,5
"udah sekitar 1 bulanan ini, selalu susah cari driver, sering batal gofood karena gak ada driver, saya di kalsel, tepat nya kab. barito kuala, handil bakti. terimakasih",2
mantulll,5
sangat membantu saat pingin sesuatu dan lg mager,5
map-nya tolong lebih di akuratin LG sampe ke dlm gang...,5
mantan apk transportasi online ini,5
"mantap, makanan banyak diskon di gojek.. sering sering kasih diskon ya gojek",5
"jangan Maruk jadi orang lo buat layanan langganan promo ongkir...tapi sudah langganan ongkir potongan 10 k tapi ongkir nya naik dua kali lipat dari ongkir sebelum langganan,jdi gaada gunanya langganan ongkir nya,udh dibatasi pula restonya dan gabisa dipakai di go mart,go shop dan go send",1
Susah koneknya!!! giliran dapat driver tau2 dibatalkan sendiri,1
susah dpet driver njir,3
terimakasi,5
Nunggu 1 jam hanya untuk nyari driver dan ujungnya harus dibatalin dan ini terjadi secara berturut-turut dalam beberapa hari. Tolong jika driver memang tidak tersedia beritahu dalam jangka waktu yang dekat seperti 15-25 menit. Agar tidak terbuang waktu yang banyak hanya untuk menunggu 1 orderan.,1
ada driver nya gak sih,1
"pleaselah nyari drivernya cepetan dikit napa, kalau bisa jangkauannya luasin lagi, gw udh laper nihh dari tadi nyari driver buat nganterin gacoan gw kaga ada yang nyantol satupun jir",3
"tiap gofood jrang di terima, sampe tutup, ditunggu 2 jam pdhal:((drivernya lamaaa",4
bagus,5
baik,4
"lama banget dapet driver lo,pada niat gawe ga sih?",1
aplikasinya gimana si brapa hari ini LEMOTT sinyal ada tapi notif sinyal hilang,2
"driver lama, meski sudah pake express tapi gak dapet dapet. aplikasi lama tapi buruk!",1
banyak driver penghianat ga mau pakai aplikasi di sekitar stasiun Tawang,1
oke baik,5
alhmdulillah,5
"mantap, banyak promo",5
mantap,5
DZOLIM LUU,1
sengaja nyuruh customer cancel biar rantingnya ga turun tapi bikin rate customer yg turun jadi ga bagus.. benci banget sama modelan begitu padahal posisi urgent dan bakal ditambahin kok,1
apa apa an driver udah take orderan gak mau jalan mana udah nunggu lama tolong buat di perbaiki lagi lah,1
sekarang susah sekali untuk mendapatkan driver sehingga pesanan sangat lama sekali datang,1
good aplikasi,5
"pelayanan buruk banget, order berkali-kali gak ada yg ambil. kayak gak butuh penumpang",1
"skrg susah dpt driver ya, kt org² driver nya kena potongan gede bngt dri sistem nya, tolong dong gojek jgn ky gini, jd susah nyri driver skrg, jd ga sebagus dlu gojek, dlu gojek malah yg pling cepet dapet driver kalo pesen dibandingkan dgn apk lain",1
"akhir akhir ini suka susah dapet driver goride maupun gofood, paling ga suka yang gofood. disuruh nunggu hampir sejam dulu baru bisa batalin dikira pembeli ga kelaparan apa? kalau emang ga dapet dapet driver seenggaknya 10-15 menit kemudian lah muncul tanda cancel nya. lah ini harus nunggu sejam. mana kalau udah dapet driver hasil nunggu sejam, restonya baru masakin lagi.",3
akhir akhir ini sulit menemukan driver gofood yang bikin pesanan menjadi lama,4
"Orderan makanan gbs dibatalin dgn alasan makanan udh dibuat oleh resto (posisi blm dpt driver). Tapi persiss bgt orderan makanan sebelumnya dibatalin sepihak dari pihak gojek karna gadapet driver setelah nunggu hampir 1 jam 30 menit. Terus kalau makanan emang udah diproses setelah dipesan, knp bisa ada case pembatalan pesanan secara sepihak dengan dalih 'gak dapet driver'? letak makanan udah dibuatnya di bagian mana? raise your quality or make a better excuse.",1
"sistem gajelas, pesen go food dibatalin terus sistem selama 5x, benerin deh sistem lu",1
masa iy susah trus nyari driver buat ambil orderan,1
parah udah ada 1 bulan lemot banget apliksinya alasan sinyal wifi atau kuota,2
sering salah lokasi tujuan,4
bagus,5
Ramah Banget pelayanannya .,5
d anggap mitra z kaga..makin males on bit..,1
mntap,5
"makin kesini makin susah cari driver di jam"" set 6 pulang kerja harus nunggu sampai 10 menit dan tetap gk dapat, kecewa",1
tepat waktu semangat pak driver,5
"gak jelasss ,mau gosend aja nunggu driver lama sampe 2jm ,anehhh",1
kalo bisa kasih diskon yg banyak untuk saya. 😂,5
driver jelek gajelas,1
Tolong map nya di perbaiki,5
Payah ud sering telat gk bisa d pantau lagi drivernya ad dimana,1
bagus,5
puas bagus,5
aplikasinya gak pernah ngecewain,5
"kecewa sama apk gojek sya pesan makanan,ternyata menu yg saya pesan habis,dari pihak resto ga bisa batalin dari saya juga ga bisa batalin,sdh chat CS berkali² jawabannya ga memuaskan alhasil sya harus rela ganti ke menu dengan harga yg sama lain x buat pengecualiaan kalau ada case seperti ini,drivernya pun ga mau batalin karena takut ratingnya jelek x ya,harus sda win² solution",2
aplikasi yg sangat bermanfaat,5
"Gw mesen Gofood susah banget dapet driver. Sekalinya dapet, drivernya yang batalin, jadi harus nyari lagi. ""Pesanan sampai dalam 11 menit"", gitu aja terus dari setengah jam lalu.",2
Mohon maaf lebih baik jangan ada pitur exspres soalnya gak ngaruh tetep aja datang nya lama kirain pesen exspres itu bakal cepet eh tetep aja lama banget datang nya,1
sayangnya kalau goride yg harga 6000 banyak driver yg tidak respon,3
nice Gojek,5
"cari gocar dr jam 5,,5gocar cancel,semua alasan,,,kecewa,baru ini kecewa bangetttttt",3
"go pinjamnya sangat bagus utk awal saja, saya bayar cicilan malah 1bln sebelum jatuh tempo, tapi mau ngajuin lg gak bisa. diperbaiki dong min, peminjam berkualitas harusnya diijinkan utk pinjam lagi. Trims gopay utk bantuan sblmnya 🙏",5
ok,4
"kapitalis biadab, semua di adminin",1
"cari driver gosend gak dapet"", 2 orang nyari gak dapet""",1
mantul,5
Bagus,5
oke,5
cakep,5
top markotop,5
oke,5
ongkir nya mahal pol ini ma beli ongkir gratis barang,3
Puas,5
Memudahkan perjalanan 👍,5
busuk,1
sekarang GO-RIDE nya susah dapatnya jauh jauh terus... jadi lama. padahal yg dekat banyak. kenapa begitu ya,3
mantap pelayanannya ramah,5
verr good,5
kemarin saya pesan tetapi waktunya mepet jam buka puasa jadi sama supirnya ditolak sampai 3 kali,2
Good App,5
mantap,5
"untuk booking gojek nya lama pol dri yng pakai gojek cepet / biasa sama aja luama gmn nih kerjanya, lgsg tak uninstal",1
"asli sekarang makin ribet, pake acara pake kode segala macem kalau kirim gosend, bikin ribet !",3
"cepat datang, perjalanan aman",5
sangat memuaskan,5
kecewa saya. tolong adakan fitur tambahan biaya jika penumpang bawa anak/barang. biar saya sebagai penumpang ngga di caci maki ama driver !!!,1
bagus,5
jarang promo,4
very good,5
"Drivernya ramah,baik..",5
Bermanfaat,5
Sangat membantu,5
bagus,5
"kalo emang driver ga mau ambil ya cancel lah, ini dah spare waktu tetep telat aja, gara2 driver ga jelas, order di ambil, chat di bales tapi malah ga jalan-jalan, buang2 waktu",1
"aplikasi bug, udahdriver se enak jidanya cancel, dimap juga ga gerak anehh, udahnunggu lama lama malah di cancel",1
